Summary, degree of truth, degree of imprecision, degree of covering, degree of appropriateness, length of summary, degree of quantifier imprecision, degree of quantifier cardinality, degree of summarizer cardinality, degree of qualifier imprecision, degree of qualifier cardinality, length of qualifier, T
NEARLY_NONE countries from north america having small Oil production and small Gas production per capita have average Coal production per capita and average Annual change in oil production, 1.0, 0.91, 1.0, 0.99, 0.5, 0.7, 0.75, 0.97, 0.0, 0.0, 0.5, 0.89
NEARLY_NONE countries from europe having small Oil production and small Gas production per capita have average Coal production per capita and average Annual change in oil production, 1.0, 0.88, 1.0, 0.99, 0.5, 0.7, 0.75, 0.97, 0.0, 0.0, 0.5, 0.89
NEARLY_NONE  countries from north america having average Coal production per capita and small Gas production per capita compare to countries from europe have average Annual change in oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from europe having average Coal production per capita and small Gas production per capita compare to countries from north america have average Annual change in oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from north america having average Coal production per capita and small Gas production per capita compare to countries from europe have small Oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from europe having average Coal production per capita and small Gas production per capita compare to countries from north america have small Oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from north america having average Coal production per capita and small Gas production per capita compare to countries from europe have small Oil production and average Annual change in oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from europe having average Coal production per capita and small Gas production per capita compare to countries from north america have small Oil production and average Annual change in oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from north america having average Coal production per capita and small Oil production and average Annual change in oil production compare to countries from europe have small Gas production per capita, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from europe having average Coal production per capita and small Oil production and average Annual change in oil production compare to countries from north america have small Gas production per capita, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from north america having average Coal production per capita and small Gas production per capita and average Annual change in oil production compare to countries from europe have small Oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from europe having average Coal production per capita and small Gas production per capita and average Annual change in oil production compare to countries from north america have small Oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from north america having average Coal production per capita and small Oil production compare to countries from europe have average Annual change in oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from europe having average Coal production per capita and small Oil production compare to countries from north america have average Annual change in oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from north america having average Coal production per capita and small Oil production compare to countries from europe have small Gas production per capita and average Annual change in oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from europe having average Coal production per capita and small Oil production compare to countries from north america have small Gas production per capita and average Annual change in oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from north america having average Coal production per capita and small Oil production compare to countries from europe have small Gas production per capita, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from europe having average Coal production per capita and small Oil production compare to countries from north america have small Gas production per capita, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from north america having average Coal production per capita compare to countries from europe have average Annual change in oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from europe having average Coal production per capita compare to countries from north america have average Annual change in oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from north america having average Coal production per capita compare to countries from europe have small Oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from europe having average Coal production per capita compare to countries from north america have small Oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from north america having average Coal production per capita compare to countries from europe have small Oil production and average Annual change in oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from europe having average Coal production per capita compare to countries from north america have small Oil production and average Annual change in oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from north america having average Coal production per capita compare to countries from europe have small Gas production per capita and average Annual change in oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from europe having average Coal production per capita compare to countries from north america have small Gas production per capita and average Annual change in oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from north america having average Coal production per capita compare to countries from europe have small Oil production and small Gas production per capita and average Annual change in oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from europe having average Coal production per capita compare to countries from north america have small Oil production and small Gas production per capita and average Annual change in oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from north america having average Coal production per capita compare to countries from europe have small Gas production per capita, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from europe having average Coal production per capita compare to countries from north america have small Gas production per capita, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from north america having average Coal production per capita compare to countries from europe have small Oil production and small Gas production per capita, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from europe having average Coal production per capita compare to countries from north america have small Oil production and small Gas production per capita, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from north america having average Coal production per capita and average Annual change in oil production compare to countries from europe have small Oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from europe having average Coal production per capita and average Annual change in oil production compare to countries from north america have small Oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from north america having average Coal production per capita and average Annual change in oil production compare to countries from europe have small Gas production per capita, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from europe having average Coal production per capita and average Annual change in oil production compare to countries from north america have small Gas production per capita, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from north america having average Coal production per capita and average Annual change in oil production compare to countries from europe have small Oil production and small Gas production per capita, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from europe having average Coal production per capita and average Annual change in oil production compare to countries from north america have small Oil production and small Gas production per capita, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from north america having average Coal production per capita and small Oil production and small Gas production per capita compare to countries from europe have average Annual change in oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_NONE  countries from europe having average Coal production per capita and small Oil production and small Gas production per capita compare to countries from north america have average Annual change in oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
AROUND_HALF  countries from north america compare to countries from europe have small Oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
AROUND_HALF  countries from north america compare to countries from europe having average Annual change in oil production have small Oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
AROUND_HALF  countries from europe having average Annual change in oil production compare to countries from north america have small Oil production, 1.0, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
NEARLY_ALL data entries have small Oil production and small Gas production per capita and average Annual change in oil production, 1.0, 0.0, 1.0, 0.0, 0.25, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.87
NEARLY_ALL countries from north america have small Oil production and small Gas production per capita and average Annual change in oil production, 1.0, 0.0, 1.0, 0.0, 0.25, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.87
NEARLY_ALL countries from europe have small Oil production and small Gas production per capita and average Annual change in oil production, 1.0, 0.0, 1.0, 0.0, 0.25, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.87
NEARLY_ALL data entries have average Annual change in oil production, 1.0, 0.0, 1.0, 0.0, 1.0, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.89
NEARLY_ALL countries from north america have average Annual change in oil production, 1.0, 0.0, 1.0, 0.0, 1.0, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.89
NEARLY_ALL data entries have small Oil production and average Annual change in oil production, 1.0, 0.0, 1.0, 0.0, 0.5, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.88
NEARLY_ALL countries from north america have small Oil production and average Annual change in oil production, 1.0, 0.0, 1.0, 0.0, 0.5, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.88
NEARLY_ALL data entries have small Gas production per capita and average Annual change in oil production, 1.0, 0.0, 1.0, 0.0, 0.5, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.88
NEARLY_ALL countries from north america have small Gas production per capita and average Annual change in oil production, 1.0, 0.0, 1.0, 0.0, 0.5, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.88
NEARLY_ALL countries from europe have small Gas production per capita and average Annual change in oil production, 1.0, 0.0, 1.0, 0.0, 0.5, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.88
NEARLY_ALL data entries have small Gas production per capita, 1.0, 0.0, 1.0, 0.0, 1.0, 0.85, 0.88, 0.01, 0.0, 0.0, 1.0, 0.89
NEARLY_ALL countries from north america have small Gas production per capita, 1.0, 0.0, 1.0, 0.0, 1.0, 0.85, 0.88, 0.01, 0.0, 0.0, 1.0, 0.89
NEARLY_ALL countries from europe have small Gas production per capita, 1.0, 0.0, 1.0, 0.0, 1.0, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.89
NEARLY_ALL data entries have small Oil production and small Gas production per capita, 1.0, 0.0, 1.0, 0.0, 0.5, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.88
NEARLY_ALL countries from north america have small Oil production and small Gas production per capita, 1.0, 0.0, 1.0, 0.0, 0.5, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.88
NEARLY_ALL countries from europe have small Oil production and small Gas production per capita, 1.0, 0.0, 1.0, 0.0, 0.5, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.88
NEARLY_ALL data entries having small Oil production have average Annual change in oil production, 1.0, 0.0, 1.0, 0.0, 1.0, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.84
NEARLY_ALL countries from north america having small Oil production have average Annual change in oil production, 1.0, 0.0, 1.0, 0.0, 1.0, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.84
NEARLY_ALL data entries having small Oil production have small Gas production per capita and average Annual change in oil production, 1.0, 0.0, 1.0, 0.0, 0.5, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.83
NEARLY_ALL countries from north america having small Oil production have small Gas production per capita and average Annual change in oil production, 1.0, 0.0, 1.0, 0.0, 0.5, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.83
NEARLY_ALL countries from europe having small Oil production have small Gas production per capita and average Annual change in oil production, 1.0, 0.0, 1.0, 0.0, 0.5, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.83
NEARLY_ALL data entries having small Oil production have small Gas production per capita, 1.0, 0.0, 1.0, 0.0, 1.0, 0.85, 0.88, 0.01, 0.0, 0.0, 1.0, 0.84
NEARLY_ALL countries from north america having small Oil production have small Gas production per capita, 1.0, 0.0, 1.0, 0.0, 1.0, 0.85, 0.88, 0.01, 0.0, 0.0, 1.0, 0.84
NEARLY_ALL countries from europe having small Oil production have small Gas production per capita, 1.0, 0.0, 1.0, 0.0, 1.0, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.84
NEARLY_ALL data entries having average Annual change in oil production have small Oil production, 1.0, 0.0, 1.0, 0.0, 1.0, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.84
NEARLY_ALL countries from north america having average Annual change in oil production have small Oil production, 1.0, 0.0, 1.0, 0.0, 1.0, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.84
NEARLY_ALL data entries having average Annual change in oil production have small Gas production per capita, 1.0, 0.0, 1.0, 0.0, 1.0, 0.85, 0.88, 0.01, 0.0, 0.0, 1.0, 0.84
NEARLY_ALL countries from north america having average Annual change in oil production have small Gas production per capita, 1.0, 0.0, 1.0, 0.0, 1.0, 0.85, 0.88, 0.01, 0.0, 0.0, 1.0, 0.84
NEARLY_ALL countries from europe having average Annual change in oil production have small Gas production per capita, 1.0, 0.0, 1.0, 0.0, 1.0, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.84
NEARLY_ALL data entries having average Annual change in oil production have small Oil production and small Gas production per capita, 1.0, 0.0, 1.0, 0.0, 0.5, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.83
NEARLY_ALL countries from north america having average Annual change in oil production have small Oil production and small Gas production per capita, 1.0, 0.0, 1.0, 0.0, 0.5, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.83
NEARLY_ALL countries from europe having average Annual change in oil production have small Oil production and small Gas production per capita, 1.0, 0.0, 1.0, 0.0, 0.5, 0.85, 0.88, 0.0, 0.0, 0.0, 1.0, 0.83
NEARLY_ALL data entries having small Oil production and average Annual change in oil production have small Gas production per capita, 1.0, 0.0, 1.0, 0.0, 1.0, 0.85, 0.88, 0.01, 0.0, 0.0, 0.5, 0.83
NEARLY_ALL countries from north america having small Oil production and average Annual change in oil production have small Gas production per capita, 1.0, 0.0, 1.0, 0.0, 1.0, 0.85, 0.88, 0.01, 0.0, 0.0, 0.5, 0.83
